name,genre,year,score,votes,director,writer,star,country,budget,gross,company,runtime,month,id
Comoaguaparachocolate,Drama,1992,7.1,17000.0,AlfonsoArau,LauraEsquivel,MarcoLeonardi,Mexico,2000000.0,21744201.0,ConsejoNacionalparalaCulturaylasArtes(CONACULTA),105.0,May,1200
NoisesOff,Comedy,1992,7.5,11000.0,PeterBogdanovich,MichaelFrayn,MichaelCaine,UnitedStates,12000000.0,2280148.0,TouchstonePictures,101.0,March,1201
ClassAct,Comedy,1992,6.1,7100.0,RandallMiller,MichaelSwerdlick,ChristopherReid,UnitedStates,7500000.0,13272113.0,WarnerBros,98.0,June,1202
Diggstown,Drama,1992,7.0,7000.0,MichaelRitchie,LeonardWise,JamesWoods,UnitedStates,17000000.0,4836637.0,Metro-Goldwyn-Mayer(MGM),98.0,August,1203
Kuffs,Action,1992,5.9,10000.0,BruceAEvans,BruceAEvans,ChristianSlater,UnitedStates,10000000.0,21142815.0,DinodeLaurentiisCommunications,102.0,January,1204
MoMoney,Action,1992,5.5,7200.0,PeterMacDonald,DamonWayans,DamonWayans,UnitedStates,10000000.0,40227006.0,ColumbiaPictures,89.0,July,1205
HusbandsandWives,Comedy,1992,7.5,28000.0,WoodyAllen,WoodyAllen,WoodyAllen,UnitedStates,20000000.0,10555619.0,JackRollins&CharlesHJoffeProductions,108.0,September,1206
Trespass,Action,1992,6.3,10000.0,WalterHill,BobGale,BillPaxton,UnitedStates,14000000.0,13249535.0,UniversalPictures,101.0,December,1207
RapidFire,Action,1992,6.3,8600.0,DwightHLittle,CindyCirile,BrandonLee,UnitedStates,10000000.0,14356479.0,TwentiethCenturyFox,95.0,August,1208
Wind,Action,1992,6.4,2600.0,CarrollBallard,JeffBenjamin,MatthewModine,UnitedStates,29000000.0,5519569.0,AmericanZoetrope,126.0,September,1209
Hero,Comedy,1992,6.5,22000.0,StephenFrears,LauraZiskin,DustinHoffman,UnitedStates,42000000.0,19507345.0,ColumbiaPictures,119.0,October,1210
SouthCentral,Crime,1992,6.8,5400.0,StephenMilburnAnderson,StephenMilburnAnderson,GlennPlummer,UnitedStates,4000000.0,1373196.0,EnchantmentFilmsInc,98.0,September,1211
TheMuppetChristmasCarol,Comedy,1992,7.7,51000.0,BrianHenson,CharlesDickens,MichaelCaine,UnitedStates,12000000.0,32574382.0,WaltDisneyPictures,85.0,December,1212
MrBaseball,Comedy,1992,6.0,10000.0,FredSchepisi,TheoPelletier,TomSelleck,UnitedStates,40000000.0,20883046.0,DENTSUMusicAndEntertainment,108.0,October,1213
CrissCross,Crime,1992,5.8,1800.0,ChrisMenges,ScottSommer,GoldieHawn,UnitedStates,14000000.0,3052738.0,Hawn/SylbertMovieCompany,100.0,May,1214
Waterland,Drama,1992,6.6,2100.0,StephenGyllenhaal,GrahamSwift,JeremyIrons,UnitedKingdom,10000000.0,1100218.0,BritishScreenProductions,95.0,October,1215
TheDistinguishedGentleman,Comedy,1992,5.9,15000.0,JonathanLynn,MartyKaplan,EddieMurphy,UnitedStates,50000000.0,46666502.0,HollywoodPictures,112.0,December,1216
WhiteSands,Action,1992,6.0,7300.0,RogerDonaldson,DanielPyne,WillemDafoe,UnitedStates,22000000.0,9011574.0,MorganCreekEntertainment,101.0,April,1217
KnightMoves,Crime,1992,6.1,8100.0,CarlSchenkel,BradMirman,ChristopherLambert,UnitedStates,9000000.0,923418.0,CineplexOdeonFilms,116.0,January,1218
LightSleeper,Crime,1992,6.8,6300.0,PaulSchrader,PaulSchrader,WillemDafoe,UnitedStates,5000000.0,1055987.0,CarolcoPictures,103.0,March,1219
AMidnightClear,Drama,1992,7.2,8500.0,KeithGordon,WilliamWharton,PeterBerg,UnitedStates,5000000.0,1526697.0,A&MFilms,108.0,April,1220
AStrangerAmongUs,Crime,1992,5.6,3600.0,SidneyLumet,RobertJAvrech,MelanieGriffith,UnitedStates,18000000.0,12282994.0,HollywoodPictures,110.0,July,1221
WheretheDayTakesYou,Crime,1992,6.6,3200.0,MarcRocco,MichaelHitchcock,DermotMulroney,UnitedStates,3000000.0,390152.0,CinetelFilms,105.0,September,1222
PassionFish,Drama,1992,7.4,5200.0,JohnSayles,JohnSayles,MaryMcDonnell,UnitedStates,3330000.0,4814619.0,Atchafalaya,135.0,December,1223
AmericanHeart,Crime,1992,6.7,3200.0,MartinBell,PeterSilverman,JeffBridges,UnitedStates,10000000.0,384048.0,AvenuePictures,113.0,May,1224
ChristopherColumbus:TheDiscovery,Adventure,1992,4.5,2800.0,JohnGlen,MarioPuzo,MarlonBrando,UnitedKingdom,40000000.0,8251071.0,ChristopherColumbusProductions,120.0,August,1225
ThePublicEye,Crime,1992,6.5,3500.0,HowardFranklin,HowardFranklin,JoePesci,UnitedStates,15000000.0,3067917.0,UniversalPictures,99.0,October,1226
Article99,Comedy,1992,6.1,3100.0,HowardDeutch,RonCutler,RayLiotta,UnitedStates,18000000.0,6375979.0,OrionPictures,100.0,March,1227
TheMamboKings,Drama,1992,6.4,5200.0,ArneGlimcher,OscarHijuelos,ArmandAssante,France,15500000.0,6742168.0,AlcorFilms,104.0,February,1228
CityofJoy,Drama,1992,6.5,4900.0,RolandJoffe,DominiqueLapierre,PatrickSwayze,France,27000000.0,14683921.0,AlliedFilmmakers,132.0,April,1229
LoveField,Drama,1992,6.6,3800.0,JonathanKaplan,DonRoos,MichellePfeiffer,UnitedStates,18000000.0,1014726.0,OrionPictures,105.0,February,1230
MrSaturdayNight,Comedy,1992,5.9,4500.0,BillyCrystal,BillyCrystal,BillyCrystal,UnitedStates,43000000.0,13351357.0,CastleRockEntertainment,119.0,September,1231
TwinDragons,Action,1992,6.5,11000.0,RingoLam,BarryWong,JackieChan,HongKong,10000000.0,8359717.0,GoldenWayFilmsLtd,104.0,April,1232
TheLivingEnd,Comedy,1992,6.5,2900.0,GreggAraki,GreggAraki,MikeDytri,UnitedStates,22769.0,692585.0,DesperatePictures,81.0,August,1233
SimpleMen,Crime,1992,7.2,4100.0,HalHartley,HalHartley,RobertJohnBurke,Italy,3000000.0,143010.0,AmericanPlayhouse,105.0,November,1234
Guncrazy,Crime,1992,5.5,2200.0,TamraDavis,MatthewBright,DrewBarrymore,UnitedStates,800000.0,114516.0,ZetaEntertainment,97.0,September,1235
Folks!,Comedy,1992,5.7,2500.0,TedKotcheff,RobertKlane,TomSelleck,UnitedStates,15000000.0,6132924.0,PentaPictures,107.0,May,1236
NightandtheCity,Comedy,1992,5.8,4600.0,IrwinWinkler,GeraldKersh,RobertDeNiro,UnitedStates,20000000.0,6202756.0,PentaFilms,105.0,October,1237
WhispersintheDark,Drama,1992,5.6,2000.0,ChristopherCrowe,ChristopherCrowe,AnnabellaSciorra,UnitedStates,18000000.0,11124511.0,ParamountPictures,103.0,August,1238
ManTrouble,Comedy,1992,4.7,3000.0,BobRafelson,CaroleEastman,JackNicholson,UnitedStates,30000000.0,4096030.0,PentaEntertainment,100.0,July,1239
RubyCairo,Mystery,1992,5.0,2100.0,GraemeClifford,RobertDillon,AndieMacDowell,UnitedStates,24000000.0,608866.0,MajesticFilmsInternational,90.0,October,1240
TheWaterdance,Drama,1992,6.8,2600.0,NealJimenez,NealJimenez,EricStoltz,UnitedStates,2700000.0,1723319.0,NoFrillsFilmProduction,106.0,May,1241
TheGuninBettyLousHandbag,Comedy,1992,5.1,1600.0,AllanMoyle,GraceCaryBickley,PenelopeAnnMiller,UnitedStates,13000000.0,3721911.0,InTheBagProductions,89.0,August,1242
Tombstone,Action,1993,7.8,132000.0,GeorgePCosmatos,KevinJarre,KurtRussell,UnitedStates,25000000.0,56505065.0,HollywoodPictures,130.0,December,1243
JurassicPark,Action,1993,8.1,894000.0,StevenSpielberg,MichaelCrichton,SamNeill,UnitedStates,63000000.0,1033928303.0,UniversalPictures,127.0,June,1244
DazedandConfused,Comedy,1993,7.6,171000.0,RichardLinklater,RichardLinklater,JasonLondon,UnitedStates,6900000.0,7993039.0,GramercyPictures(I),102.0,September,1245
SchindlersList,Biography,1993,8.9,1200000.0,StevenSpielberg,ThomasKeneally,LiamNeeson,UnitedStates,22000000.0,322161245.0,UniversalPictures,195.0,February,1246
TrueRomance,Crime,1993,7.9,212000.0,TonyScott,QuentinTarantino,ChristianSlater,UnitedStates,13000000.0,13088850.0,MorganCreekEntertainment,119.0,September,1247
RobinHood:MeninTights,Adventure,1993,6.7,119000.0,MelBrooks,JDShapiro,CaryElwes,France,20000000.0,35739755.0,Brooksfilms,104.0,July,1248
ABronxTale,Crime,1993,7.8,132000.0,RobertDeNiro,ChazzPalminteri,RobertDeNiro,UnitedStates,22000000.0,17287898.0,PriceEntertainment,121.0,October,1249
WhatsEatingGilbertGrape,Drama,1993,7.7,221000.0,LasseHallstrom,PeterHedges,JohnnyDepp,UnitedStates,11000000.0,10032765.0,ParamountPictures,118.0,March,1250
HocusPocus,Comedy,1993,6.9,106000.0,KennyOrtega,DavidKirschner,BetteMidler,UnitedStates,28000000.0,44947705.0,WaltDisneyPictures,96.0,July,1251
CarlitosWay,Crime,1993,7.9,206000.0,BrianDePalma,EdwinTorres,AlPacino,UnitedStates,30000000.0,63848322.0,UniversalPictures,144.0,November,1252
MrsDoubtfire,Comedy,1993,7.0,252000.0,ChrisColumbus,AnneFine,RobinWilliams,UnitedStates,25000000.0,441286195.0,TwentiethCenturyFox,125.0,November,1253
TheFugitive,Action,1993,7.8,275000.0,AndrewDavis,JebStuart,HarrisonFord,UnitedStates,44000000.0,368875760.0,WarnerBros,130.0,August,1254
DemolitionMan,Action,1993,6.7,163000.0,MarcoBrambilla,PeterMLenkov,SylvesterStallone,UnitedStates,57000000.0,58055768.0,WarnerBros,115.0,October,1255
FallingDown,Action,1993,7.6,177000.0,JoelSchumacher,EbbeRoeSmith,MichaelDouglas,UnitedStates,25000000.0,40903593.0,AlcorFilms,113.0,February,1256
ThePelicanBrief,Crime,1993,6.6,81000.0,AlanJPakula,JohnGrisham,JuliaRoberts,UnitedStates,45000000.0,195268056.0,WarnerBros,141.0,December,1257
TheFirm,Drama,1993,6.8,124000.0,SydneyPollack,JohnGrisham,TomCruise,UnitedStates,42000000.0,270248367.0,DavisEntertainment,154.0,June,1258
LastActionHero,Action,1993,6.4,141000.0,JohnMcTiernan,ZakPenn,ArnoldSchwarzenegger,UnitedStates,85000000.0,137298489.0,ColumbiaPictures,130.0,June,1259
SisterAct2:BackintheHabit,Comedy,1993,5.6,50000.0,BillDuke,JamesOrr,WhoopiGoldberg,UnitedStates,38000000.0,57319029.0,TouchstonePictures,107.0,December,1260
GroundhogDay,Comedy,1993,8.0,589000.0,HaroldRamis,DannyRubin,BillMurray,UnitedStates,14600000.0,71074049.0,ColumbiaPictures,101.0,February,1261
Philadelphia,Drama,1993,7.7,229000.0,JonathanDemme,RonNyswaner,TomHanks,UnitedStates,26000000.0,206678440.0,TriStarPictures,125.0,January,1262
SuperMarioBros,Adventure,1993,4.1,50000.0,AnnabelJankel,ParkerBennett,BobHoskins,UnitedKingdom,48000000.0,20915465.0,AlliedFilmmakers,104.0,May,1263
SleeplessinSeattle,Comedy,1993,6.8,165000.0,NoraEphron,JeffArch,TomHanks,UnitedStates,21000000.0,227927165.0,TriStarPictures,105.0,June,1264
Cliffhanger,Action,1993,6.4,122000.0,RennyHarlin,JohnLong,SylvesterStallone,UnitedStates,70000000.0,255000211.0,CarolcoPictures,113.0,May,1265
ThePiano,Drama,1993,7.6,81000.0,JaneCampion,JaneCampion,HollyHunter,NewZealand,7000000.0,40185556.0,CiBy2000,121.0,February,1266
TheNightmareBeforeChristmas,Animation,1993,8.0,306000.0,HenrySelick,TimBurton,DannyElfman,UnitedStates,18000000.0,91491247.0,TouchstonePictures,76.0,October,1267
RookieoftheYear,Comedy,1993,6.1,26000.0,DanielStern,SamHarper,ThomasIanNicholas,UnitedStates,10000000.0,56500758.0,TwentiethCenturyFox,103.0,July,1268
"BloodIn,BloodOut",Crime,1993,8.0,29000.0,TaylorHackford,RossThomas,DamianChapa,UnitedStates,35000000.0,4496583.0,HollywoodPictures,180.0,April,1269
IntheNameoftheFather,Biography,1993,8.1,163000.0,JimSheridan,GerryConlon,DanielDay-Lewis,Ireland,13000000.0,65796862.0,HellsKitchenFilms,133.0,February,1270
Alive,Biography,1993,7.1,53000.0,FrankMarshall,PiersPaulRead,EthanHawke,UnitedStates,32000000.0,36733909.0,FilmAndesSA,120.0,January,1271
AddamsFamilyValues,Comedy,1993,6.8,84000.0,BarrySonnenfeld,CharlesAddams,AnjelicaHuston,UnitedStates,47000000.0,48919043.0,ParamountPictures,94.0,November,1272
IndecentProposal,Drama,1993,6.0,66000.0,AdrianLyne,JackEngelhard,RobertRedford,UnitedStates,38000000.0,266614059.0,ParamountPictures,117.0,April,1273
IntheLineofFire,Action,1993,7.2,96000.0,WolfgangPetersen,JeffMaguire,ClintEastwood,UnitedStates,40000000.0,176997168.0,ColumbiaPictures,128.0,July,1274
TheAgeofInnocence,Drama,1993,7.2,56000.0,MartinScorsese,EdithWharton,DanielDay-Lewis,UnitedStates,34000000.0,32255440.0,ColumbiaPictures,139.0,October,1275
MenaceIISociety,Crime,1993,7.5,54000.0,AlbertHughes,AllenHughes,TyrinTurner,UnitedStates,3500000.0,27912072.0,NewLineCinema,97.0,May,1276
Gettysburg,Drama,1993,7.6,27000.0,RonMaxwell,MichaelShaara,TomBerenger,UnitedStates,25000000.0,10769960.0,TriStarTelevision,271.0,October,1277
TheThreeMusketeers,Action,1993,6.4,52000.0,StephenHerek,AlexandreDumas,CharlieSheen,Austria,30000000.0,53898845.0,WaltDisneyPictures,105.0,November,1278
TheSecretGarden,Drama,1993,7.3,38000.0,AgnieszkaHolland,FrancesHodgsonBurnett,KateMaberly,UnitedKingdom,18000000.0,31181347.0,WarnerBros,101.0,August,1279
FreeWilly,Adventure,1993,6.0,71000.0,SimonWincer,KeithWalker,JasonJamesRichter,UnitedStates,20000000.0,153698625.0,WarnerBrosFamilyEntertainment,112.0,July,1280
RoboCop3,Action,1993,4.1,47000.0,FredDekker,EdwardNeumeier,RobertJohnBurke,UnitedStates,22000000.0,10696210.0,OrionPictures,104.0,November,1281
TheRemainsoftheDay,Drama,1993,7.8,69000.0,JamesIvory,KazuoIshiguro,AnthonyHopkins,UnitedStates,15000000.0,23237911.0,ColumbiaPictures,134.0,November,1282
HardTarget,Action,1993,6.2,46000.0,JohnWoo,ChuckPfarrer,Jean-ClaudeVanDamme,UnitedStates,18000000.0,74189677.0,UniversalPictures,97.0,August,1283
FireintheSky,Biography,1993,6.5,23000.0,RobertLieberman,TravisWalton,DBSweeney,UnitedStates,15000000.0,19885552.0,ParamountPictures,109.0,March,1284
CoolRunnings,Adventure,1993,7.0,96000.0,JonTurteltaub,LynnSiefert,JohnCandy,UnitedStates,14000000.0,154856263.0,WaltDisneyPictures,98.0,October,1285
Dave,Comedy,1993,6.8,50000.0,IvanReitman,GaryRoss,KevinKline,UnitedStates,28000000.0,63270710.0,WarnerBros,110.0,May,1286
Kalifornia,Crime,1993,6.7,52000.0,DominicSena,StephenLevy,BradPitt,UnitedStates,9000000.0,2395231.0,PolyGramFilmedEntertainment,117.0,September,1287
Sliver,Drama,1993,5.0,30000.0,PhillipNoyce,IraLevin,SharonStone,UnitedStates,40000000.0,116300000.0,ParamountPictures,107.0,May,1288
Coneheads,Comedy,1993,5.3,52000.0,SteveBarron,TomDavis,DanAykroyd,UnitedStates,33000000.0,21274717.0,ParamountPictures,88.0,July,1289
SoIMarriedanAxeMurderer,Comedy,1993,6.5,36000.0,ThomasSchlamme,RobbieFox,MikeMyers,UnitedStates,20000000.0,11585483.0,TriStarPictures,93.0,July,1290
HotShots!PartDeux,Action,1993,6.6,86000.0,JimAbrahams,JimAbrahams,CharlieSheen,UnitedStates,25000000.0,133752825.0,TwentiethCenturyFox,86.0,May,1291
MuchAdoAboutNothing,Comedy,1993,7.3,46000.0,KennethBranagh,WilliamShakespeare,KennethBranagh,UnitedKingdom,11000000.0,22549338.0,RenaissanceFilms,111.0,July,1292
TheCrush,Drama,1993,5.8,17000.0,AlanShapiro,AlanShapiro,CaryElwes,UnitedStates,6000000.0,13609396.0,MorganCreekEntertainment,89.0,April,1293
LoadedWeapon1,Action,1993,6.2,45000.0,GeneQuintano,DonHolley,EmilioEstevez,UnitedStates,13000000.0,27979399.0,NewLineCinema,84.0,February,1294
APerfectWorld,Crime,1993,7.5,76000.0,ClintEastwood,JohnLeeHancock,KevinCostner,UnitedStates,30000000.0,135130999.0,WarnerBros,138.0,November,1295
Leprechaun,Comedy,1993,4.8,25000.0,MarkJones,MarkJones,WarwickDavis,UnitedStates,900000.0,8556940.0,TrimarkPictures,92.0,January,1296
Malice,Crime,1993,6.4,24000.0,HaroldBecker,AaronSorkin,AlecBaldwin,Canada,20000000.0,46405336.0,CastleRockEntertainment,107.0,October,1297
WhatsLoveGottoDowithIt,Biography,1993,7.3,18000.0,BrianGibson,TinaTurner,AngelaBassett,UnitedStates,15000000.0,39100956.0,TouchstonePictures,118.0,June,1298
StrikingDistance,Action,1993,5.9,41000.0,RowdyHerrington,RowdyHerrington,BruceWillis,UnitedStates,30000000.0,24107867.0,ColumbiaPictures,102.0,September,1299
SearchingforBobbyFischer,Biography,1993,7.4,37000.0,StevenZaillian,FredWaitzkin,JoeMantegna,UnitedStates,12000000.0,7266383.0,MirageEnterprises,109.0,August,1300
Matinee,Comedy,1993,6.9,10000.0,JoeDante,JericoStone,JohnGoodman,UnitedStates,13000000.0,9532895.0,UniversalPictures,99.0,January,1301
TheGoodSon,Drama,1993,6.4,37000.0,JosephRuben,IanMcEwan,MacaulayCulkin,UnitedStates,17000000.0,60613008.0,TwentiethCenturyFox,87.0,September,1302
TheBeverlyHillbillies,Comedy,1993,5.0,18000.0,PenelopeSpheeris,PaulHenning,DiedrichBader,UnitedStates,25000000.0,57405220.0,TwentiethCenturyFox,92.0,October,1303
Beethovens2nd,Comedy,1993,4.9,26000.0,RodDaniel,JohnHughes,CharlesGrodin,UnitedStates,15000000.0,118243066.0,NorthernLightsEntertainment,89.0,December,1304
KillingZoe,Crime,1993,6.5,20000.0,RogerAvary,RogerAvary,EricStoltz,France,1500000.0,418961.0,Davis-Films,96.0,September,1305
Cronos,Fantasy,1993,6.7,28000.0,GuillermodelToro,GuillermodelToro,FedericoLuppi,Mexico,2000000.0,621392.0,CNCAIMC,94.0,May,1306
Geronimo:AnAmericanLegend,Drama,1993,6.5,9900.0,WalterHill,JohnMilius,JasonPatric,UnitedStates,35000000.0,18635620.0,ColumbiaPictures,115.0,December,1307
WaynesWorld2,Comedy,1993,6.2,79000.0,StephenSurjik,MikeMyers,MikeMyers,UnitedStates,40000000.0,48198019.0,ParamountPictures,95.0,December,1308
RomeoIsBleeding,Crime,1993,6.6,13000.0,PeterMedak,HilaryHenkin,GaryOldman,UnitedKingdom,11500000.0,3275585.0,PolygramFilmedEntertainment,110.0,February,1309
RisingSun,Action,1993,6.3,43000.0,PhilipKaufman,MichaelCrichton,SeanConnery,UnitedStates,35000000.0,107198790.0,TwentiethCenturyFox,129.0,July,1310
ForLoveorMoney,Comedy,1993,6.2,13000.0,BarrySonnenfeld,MarkRosenthal,MichaelJFox,UnitedStates,30000000.0,11146270.0,UniversalPictures,96.0,October,1311
TeenageMutantNinjaTurtlesIII,Action,1993,4.8,32000.0,StuartGillard,KevinEastman,EliasKoteas,UnitedStates,21000000.0,42273609.0,GoldenHarvestCompany,96.0,March,1312
BodySnatchers,Horror,1993,6.0,17000.0,AbelFerrara,JackFinney,GabrielleAnwar,UnitedStates,13000000.0,428868.0,DorsetProductions,87.0,February,1313
Airborne,Adventure,1993,6.3,6500.0,RobBowman,BillApablasa,ShaneMcDermott,UnitedStates,2600000.0,2850263.0,IconEntertainmentInternational,91.0,September,1314
TheThingCalledLove,Comedy,1993,6.4,7400.0,PeterBogdanovich,CarolHeikkinen,RiverPhoenix,UnitedStates,14000000.0,1029721.0,ParamountPictures,116.0,August,1315
TheHouseoftheSpirits,Drama,1993,6.9,22000.0,BilleAugust,IsabelAllende,JeremyIrons,Portugal,40000000.0,6265311.0,ConstantinFilm,140.0,April,1316
LittleBuddha,Drama,1993,6.1,16000.0,BernardoBertolucci,BernardoBertolucci,KeanuReeves,France,35000000.0,4858139.0,CiBy2000,123.0,May,1317
Dragon,Action,1993,7.0,29000.0,RobCohen,RobertClouse,JasonScottLee,UnitedStates,14000000.0,63513743.0,RaffaellaDeLaurentiisProductions,120.0,May,1318
PoeticJustice,Drama,1993,6.1,13000.0,JohnSingleton,JohnSingleton,JanetJackson,UnitedStates,14000000.0,27515786.0,ColumbiaPictures,109.0,July,1319
TheJoyLuckClub,Drama,1993,7.7,16000.0,WayneWang,AmyTan,TamlynTomita,UnitedStates,11000000.0,32901136.0,HollywoodPictures,139.0,October,1320
UntamedHeart,Drama,1993,6.8,13000.0,TonyBill,TomSierchio,ChristianSlater,UnitedStates,7500000.0,18898806.0,Metro-Goldwyn-Mayer(MGM),102.0,February,1321
Batman:MaskofthePhantasm,Animation,1993,7.8,45000.0,Directors,AlanBurnett,KevinConroy,UnitedStates,6000000.0,5635204.0,WarnerBrosAnimation,76.0,December,1322
Freaked,Comedy,1993,6.4,6700.0,TomStern,TimBurns,BrookeShields,UnitedStates,11000000.0,29296.0,ChiodoBrothersProductions,80.0,March,1323
HeartandSouls,Comedy,1993,7.0,17000.0,RonUnderwood,GregoryHansen,RobertDowneyJr,UnitedStates,25000000.0,16589540.0,UniversalPictures,104.0,August,1324
RubyinParadise,Drama,1993,7.0,2500.0,VictorNunez,JaneAusten,AshleyJudd,UnitedStates,800000.0,1001437.0,FullCrew/SayYea,114.0,November,1325
SixDegreesofSeparation,Comedy,1993,6.8,20000.0,FredSchepisi,JohnGuare,WillSmith,UnitedStates,12000000.0,6405918.0,Metro-Goldwyn-Mayer(MGM),112.0,December,1326
FarewellMyConcubine,Drama,1993,8.1,26000.0,KaigeChen,Pik-WahLee,LeslieCheung,China,4000000.0,6122607.0,TomsonFilms,171.0,October,1327
JudgmentNight,Action,1993,6.6,16000.0,StephenHopkins,LewisColick,EmilioEstevez,Japan,21000000.0,12526677.0,LargoEntertainment,110.0,October,1328
Shadowlands,Biography,1993,7.3,18000.0,RichardAttenborough,WilliamNicholson,AnthonyHopkins,UnitedKingdom,22000000.0,25842377.0,PriceEntertainment,131.0,January,1329
ArizonaDream,Comedy,1993,7.3,42000.0,EmirKusturica,DavidAtkins,JohnnyDepp,France,19000000.0,112547.0,Canal+,142.0,September,1330
NowheretoRun,Action,1993,5.7,22000.0,RobertHarmon,JoeEszterhas,Jean-ClaudeVanDamme,UnitedStates,15000000.0,22189039.0,ColumbiaPictures,94.0,January,1331
KingoftheHill,Drama,1993,7.4,7800.0,StevenSoderbergh,AEHotchner,JesseBradford,UnitedStates,8000000.0,1214231.0,WildwoodEnterprises,103.0,August,1332
MadDogandGlory,Comedy,1993,6.2,21000.0,JohnMcNaughton,RichardPrice,RobertDeNiro,UnitedStates,19000000.0,11081586.0,UniversalPictures,97.0,March,1333
RedRockWest,Crime,1993,7.0,21000.0,JohnDahl,JohnDahl,NicolasCage,UnitedStates,8000000.0,2502551.0,PropagandaFilms,98.0,May,1334
TheProgram,Action,1993,6.5,9700.0,DavidSWard,DavidSWard,JamesCaan,UnitedStates,15000000.0,23032565.0,TouchstonePictures,112.0,September,1335
GhostintheMachine,Horror,1993,4.6,3400.0,RachelTalalay,WilliamDavies,KarenAllen,UnitedStates,12000000.0,5086909.0,TwentiethCenturyFox,95.0,December,1336
ManhattanMurderMystery,Comedy,1993,7.3,41000.0,WoodyAllen,WoodyAllen,WoodyAllen,UnitedStates,13500000.0,11330911.0,TriStarPictures,104.0,August,1337
WeekendatBerniesII,Adventure,1993,4.8,13000.0,RobertKlane,RobertKlane,AndrewMcCarthy,UnitedStates,7000000.0,12741891.0,Artimm,97.0,July,1338
TheAdventuresofHuckFinn,Adventure,1993,6.2,8000.0,StephenSommers,MarkTwain,ElijahWood,UnitedStates,6500000.0,24103594.0,SteveWhiteProductions,108.0,April,1339
MadeinAmerica,Comedy,1993,5.1,16000.0,RichardBenjamin,MarciaBrandwynne,WhoopiGoldberg,UnitedStates,22000000.0,104942695.0,Canal+,111.0,May,1340
TheDarkHalf,Horror,1993,6.0,16000.0,GeorgeARomero,StephenKing,TimothyHutton,UnitedStates,15000000.0,10611160.0,OrionPictures,122.0,April,1341
OnlytheStrong,Action,1993,6.6,5900.0,SheldonLettich,SheldonLettich,MarkDacascos,France,6000000.0,3283371.0,AugustEntertainment,99.0,August,1342
